smiles_id,target_chembl_id,uniprot,mean_score,rank
NPC20791,CHEMBL335,P18031,0.4906,160
NPC20791,CHEMBL206,P03372,0.4773,161
NPC20791,CHEMBL4814,P06760,0.4773,161
NPC20791,CHEMBL4051,P13569,0.4773,161
NPC20791,CHEMBL230,P35354,0.4773,161
NPC20791,CHEMBL4090,P90584,0.4773,161
NPC20791,CHEMBL242,Q92731,0.4773,161
NPC20791,CHEMBL1741208,Q96P20,0.4773,161
NPC20791,CHEMBL4523129,O15056,0.4697,168
NPC20791,CHEMBL3318,O42713,0.4688,169
NPC20791,CHEMBL2074,O43451,0.4667,170
NPC20791,CHEMBL3751,O95718,0.4667,170
NPC20791,CHEMBL1862,P00519,0.4667,170
NPC20791,CHEMBL1835,P24557,0.4667,170
NPC20791,CHEMBL224,P28223,0.4667,170
NPC20791,CHEMBL225,P28335,0.4667,170
NPC20791,CHEMBL251,P29274,0.4667,170
NPC20791,CHEMBL2897,P45985,0.4667,170
NPC20791,CHEMBL1867,P08913,0.4615,178
NPC20791,CHEMBL1075144,Q9GZQ4,0.4615,178
NPC20791,CHEMBL258,P06239,0.4468,180
NPC20791,CHEMBL2916,O14746,0.4375,181
NPC20791,CHEMBL5586,P16152,0.4348,182
NPC20791,CHEMBL3317339,P03428,0.4318,183
NPC20791,CHEMBL3959,P16083,0.4310,184
NPC20791,CHEMBL4903,P24666,0.4259,185
NPC20791,CHEMBL4078,O42275,0.4255,186
NPC20791,CHEMBL4306,P22460,0.4200,187
NPC20791,CHEMBL1964,Q9UK17,0.4200,187
NPC20791,CHEMBL248,P08246,0.4182,189
NPC20791,CHEMBL5346,P11344,0.4167,190
NPC20791,CHEMBL2085,P14174,0.4167,190
NPC20791,CHEMBL221,P23219,0.4167,190
NPC20791,CHEMBL3658,P02550,0.4151,193
NPC20791,CHEMBL3474,P14555,0.4151,193
NPC20791,CHEMBL4559,P80276,0.4138,195
NPC20791,CHEMBL4295521,A0A045ISB3,0.4130,196
NPC20791,CHEMBL2297,P00697,0.4130,196
NPC20791,CHEMBL2345,P51812,0.4098,198
NPC20791,CHEMBL3334418,P18669,0.4074,199
NPC20791,CHEMBL288,Q08499,0.3966,200
NPC20791,CHEMBL1783,P15692,0.3860,201
NPC20791,CHEMBL234,P35462,0.3860,201
NPC20791,CHEMBL236,P41143,0.3860,201
NPC20791,CHEMBL1697671,P49763,0.3860,201
NPC20791,CHEMBL1075145,P55072,0.3860,201
NPC20791,CHEMBL4103,P79291,0.3860,201
NPC20791,CHEMBL4105,P79400,0.3860,201
NPC20791,CHEMBL226,P30542,0.3830,208
NPC20791,CHEMBL3108645,O96028,0.3750,209
NPC20791,CHEMBL2478,P0DUB6,0.3750,209
NPC20791,CHEMBL6144,P43250,0.3750,209
NPC20791,CHEMBL3211,Q02734,0.3750,209
NPC20791,CHEMBL1293299,Q03164,0.3750,209
NPC20791,CHEMBL3486,Q54A96,0.3750,209
NPC20791,CHEMBL2189116,Q92800,0.3750,209
NPC20791,CHEMBL2016431,Q13564,0.3673,216
NPC20791,CHEMBL247,Q72547,0.3585,217
NPC20791,CHEMBL4860,P10415,0.3571,218
NPC20791,CHEMBL4625,Q07817,0.3571,218
NPC20791,CHEMBL4506,Q96EB6,0.3556,220
NPC20791,CHEMBL3174,P78417,0.3529,221
NPC20791,CHEMBL1825,P01375,0.3492,222
NPC20791,CHEMBL3399911,P35520,0.3492,222
NPC20791,CHEMBL5880,P60568,0.3492,222
NPC20791,CHEMBL3563,P25779,0.3485,225
NPC20791,CHEMBL4567,O54735,0.3443,226
NPC20791,CHEMBL1935,P05091,0.3396,227
NPC20791,CHEMBL3813,P22411,0.3333,228
NPC20791,CHEMBL2808,Q13133,0.3333,228
NPC20791,CHEMBL1163111,P04401,0.3281,230
NPC20791,CHEMBL1871,P10275,0.3265,231
NPC20791,CHEMBL4296326,P58335,0.3261,232
NPC20791,CHEMBL3713355,Q10471,0.3261,232
NPC20791,CHEMBL4696,P00489,0.3208,234
NPC20791,CHEMBL2741,Q02759,0.3200,235
NPC20791,CHEMBL3289,Q8K4F2,0.3200,235
NPC20791,CHEMBL3199,P37136,0.3158,237
NPC20791,CHEMBL2728,P08236,0.3077,238
NPC20791,CHEMBL2331064,O15357,0.3061,239
NPC20791,CHEMBL5763,P81908,0.3061,239
NPC20791,CHEMBL2331053,Q16875,0.3061,239
NPC20791,CHEMBL4295974,Q9UGC6,0.3061,239
NPC20791,CHEMBL1936,P10721,0.3036,243
NPC20791,CHEMBL3114,P23739,0.3019,244
NPC20791,CHEMBL2993,P19643,0.3000,245
NPC20791,CHEMBL3464,P29477,0.3000,245
NPC20791,CHEMBL1293200,Q43570,0.2955,247
NPC20791,CHEMBL240,Q12809,0.2951,248
NPC20791,CHEMBL5658,O14684,0.2941,249
NPC20791,CHEMBL1868,P17948,0.2931,250
NPC20791,CHEMBL2553,Q15418,0.2931,250
NPC20791,CHEMBL1667698,O50979,0.2909,252
NPC20791,CHEMBL2189117,O75530,0.2909,252
NPC20791,CHEMBL5347,P11413,0.2909,252
NPC20791,CHEMBL3222,P32300,0.2909,252
NPC20791,CHEMBL235,P37231,0.2909,252
NPC20791,CHEMBL2858,P42866,0.2909,252
NPC20791,CHEMBL3708265,P36639,0.2881,258
NPC20791,CHEMBL3142,P78527,0.2881,258
NPC20791,CHEMBL4581,P52732,0.2879,260
NPC20791,CHEMBL2949,P05979,0.2857,261
NPC20791,CHEMBL3623,P15559,0.2857,261
NPC20791,CHEMBL3305,P04278,0.2826,263
NPC20791,CHEMBL3522,P05093,0.2800,264
NPC20791,CHEMBL340,P08684,0.2800,264
NPC20791,CHEMBL2722,P19099,0.2800,264
NPC20791,CHEMBL2760,P17405,0.2794,267
NPC20791,CHEMBL4234,P37058,0.2766,268
NPC20791,CHEMBL275,Q07343,0.2766,268
NPC20791,CHEMBL1697676,Q3I4V7,0.2759,270
NPC20791,CHEMBL5337,Q5AJ71,0.2759,270
NPC20791,CHEMBL3988583,P35270,0.2754,272
NPC20791,CHEMBL1169598,P03433,0.2745,273
NPC20791,CHEMBL5508,Q63470,0.2727,274
NPC20791,CHEMBL3864,Q06124,0.2712,275
NPC20791,CHEMBL2995,O08537,0.2708,276
NPC20791,CHEMBL2724,P06211,0.2708,276
NPC20791,CHEMBL1908,P15538,0.2708,276
NPC20791,CHEMBL3065,P19785,0.2708,276
NPC20791,CHEMBL5620,P28062,0.2708,276
NPC20791,CHEMBL3021,Q62986,0.2708,276
NPC20791,CHEMBL2424504,P29375,0.2698,282
NPC20791,CHEMBL1991,O14920,0.2692,283
NPC20791,CHEMBL4898,Q16620,0.2692,283
NPC20791,CHEMBL1293319,Q9XUB2,0.2692,283
NPC20791,CHEMBL2007625,O75874,0.2679,286
NPC20791,CHEMBL5491,P30291,0.2679,286
NPC20791,CHEMBL4005,P42336,0.2679,286
NPC20791,CHEMBL4158,P49327,0.2679,286
NPC20791,CHEMBL3788,O00444,0.2667,290
NPC20791,CHEMBL4722,O14965,0.2667,290
NPC20791,CHEMBL1824,P04626,0.2667,290
NPC20791,CHEMBL1913,P09619,0.2667,290
NPC20791,CHEMBL5460,P0DMV8,0.2667,290
NPC20791,CHEMBL2745,P16638,0.2667,290
NPC20791,CHEMBL5957,P21589,0.2667,290
NPC20791,CHEMBL1955,P35916,0.2667,290
NPC20791,CHEMBL4899,P41279,0.2667,290
NPC20791,CHEMBL4241,P52020,0.2667,290
NPC20791,CHEMBL3720,P53396,0.2667,290
NPC20791,CHEMBL5147,P54760,0.2667,290
NPC20791,CHEMBL4739681,P55772,0.2667,290
NPC20791,CHEMBL4128,Q02763,0.2667,290
NPC20791,CHEMBL4363,Q07014,0.2667,290
NPC20791,CHEMBL1293308,Q5A7N4,0.2667,290
NPC20791,CHEMBL4680034,Q61503,0.2667,290
NPC20791,CHEMBL4364,Q64725,0.2667,290
NPC20791,CHEMBL4362,Q6P6U0,0.2667,290
NPC20791,CHEMBL3912,Q8N1Q1,0.2667,290
NPC20791,CHEMBL4524025,Q99598,0.2667,290
NPC20791,CHEMBL5391,Q9UNA4,0.2667,290
NPC20791,CHEMBL5542,Q9Y253,0.2667,290
NPC20791,CHEMBL1741221,Q9Y4P1,0.2667,290
NPC20791,CHEMBL4105939,I6X8D2,0.2656,314
NPC20791,CHEMBL1293263,Q8I2J3,0.2653,315
NPC20791,CHEMBL5567,P08659,0.2632,316
NPC20791,CHEMBL1293246,Q932Y6,0.2632,316
NPC20791,CHEMBL5804,Q9NR96,0.2632,316
NPC20791,CHEMBL5631,P9WPJ7,0.2623,319
NPC20791,CHEMBL1795125,Q2PCB5,0.2619,320
NPC20791,CHEMBL5485,P14920,0.2609,321
NPC20791,CHEMBL1163101,O75460,0.2600,322
NPC20791,CHEMBL1293304,G5EF15,0.2593,323
NPC20791,CHEMBL4235,P28845,0.2593,323
NPC20791,CHEMBL3356,P05177,0.2586,325
NPC20791,CHEMBL4975,P28190,0.2586,325
NPC20791,CHEMBL255,P29275,0.2586,325
NPC20791,CHEMBL239,Q07869,0.2586,325
NPC20791,CHEMBL2889,Q9Y2R2,0.2586,325
NPC20791,CHEMBL2749,P05622,0.2553,330
NPC20791,CHEMBL3714029,Q9Y4K0,0.2549,331
NPC20791,CHEMBL2468,O43293,0.2545,332
NPC20791,CHEMBL2971,O60674,0.2545,332
NPC20791,CHEMBL3980,O94768,0.2545,332
NPC20791,CHEMBL3712907,P0DMS9,0.2545,332
NPC20791,CHEMBL1781,P11387,0.2545,332
NPC20791,CHEMBL331,P11802,0.2545,332
NPC20791,CHEMBL4802,P29473,0.2545,332
NPC20791,CHEMBL3775,P30304,0.2545,332
NPC20791,CHEMBL2378,P30307,0.2545,332
NPC20791,CHEMBL1833,P41595,0.2545,332
NPC20791,CHEMBL3116,P50750,0.2545,332
NPC20791,CHEMBL2250,P51451,0.2545,332
NPC20791,CHEMBL2148,P52333,0.2545,332
NPC20791,CHEMBL4036,Q00535,0.2545,332
NPC20791,CHEMBL5251,Q06187,0.2545,332
NPC20791,CHEMBL2959,Q08881,0.2545,332
NPC20791,CHEMBL2292,Q13627,0.2545,332
NPC20791,CHEMBL5973,Q99N23,0.2545,332
NPC20791,CHEMBL4525,Q9UEE5,0.2545,332
NPC20791,CHEMBL3123,Q9UIK4,0.2545,332
NPC20791,CHEMBL3969,Q9Y2D0,0.2545,332
NPC20791,CHEMBL5543,Q9Y463,0.2545,332
NPC20791,CHEMBL3229,P97612,0.2542,354
NPC20791,CHEMBL3251,P19838,0.2540,355
NPC20791,CHEMBL1829,O15379,0.2500,356
NPC20791,CHEMBL3891,P07384,0.2500,356
NPC20791,CHEMBL6093,P0DP23,0.2500,356
NPC20791,CHEMBL4685,P14902,0.2500,356
NPC20791,CHEMBL3571,P20272,0.2500,356
NPC20791,CHEMBL218,P21554,0.2500,356
NPC20791,CHEMBL2758,P34949,0.2500,356
NPC20791,CHEMBL253,P34972,0.2500,356
NPC20791,CHEMBL5373,P47936,0.2500,356
NPC20791,CHEMBL3524,P56524,0.2500,356
NPC20791,CHEMBL4102,P79208,0.2500,356
NPC20791,CHEMBL3463,P89582,0.2500,356
NPC20791,CHEMBL1938225,P9WH09,0.2500,356
NPC20791,CHEMBL1966,Q02127,0.2500,356
NPC20791,CHEMBL325,Q13547,0.2500,356
NPC20791,CHEMBL3863,Q15139,0.2500,356
NPC20791,CHEMBL1937,Q92769,0.2500,356
NPC20791,CHEMBL5103,Q969S8,0.2500,356
NPC20791,CHEMBL3310,Q96DB2,0.2500,356
NPC20791,CHEMBL3192,Q9BY41,0.2500,356
NPC20791,CHEMBL4900,Q9BZL6,0.2500,356
NPC20791,CHEMBL1865,Q9UBN7,0.2500,356
NPC20791,CHEMBL2319,P06870,0.2464,378
NPC20791,CHEMBL2442,P20151,0.2464,378
NPC20791,CHEMBL1075249,P11412,0.2462,380
NPC20791,CHEMBL3404,P52209,0.2462,380
NPC20791,CHEMBL260,Q16539,0.2462,380
NPC20791,CHEMBL244,P00742,0.2459,383
NPC20791,CHEMBL5533,Q04206,0.2459,383
NPC20791,CHEMBL4105728,Q8N884,0.2459,383
NPC20791,CHEMBL5754,Q96L34,0.2459,383
NPC20791,CHEMBL1293269,A3EZJ3,0.2456,387
NPC20791,CHEMBL2263,P00636,0.2456,387
NPC20791,CHEMBL2815,P04629,0.2456,387
NPC20791,CHEMBL3816,P47712,0.2456,387
NPC20791,CHEMBL4321,Q05769,0.2456,387
NPC20791,CHEMBL1293260,Q5J463,0.2456,387
NPC20791,CHEMBL243,Q72874,0.2456,387
NPC20791,CHEMBL1293244,Q79MP6,0.2456,387
NPC20791,CHEMBL4835,P00338,0.2453,395
NPC20791,CHEMBL332,P03956,0.2453,395
NPC20791,CHEMBL1841,P06241,0.2453,395
NPC20791,CHEMBL2041,P07949,0.2453,395
NPC20791,CHEMBL4295985,Q9WU19,0.2453,395
NPC20791,CHEMBL3475,P05121,0.2444,400
NPC20791,CHEMBL1800,P34998,0.2444,400
NPC20791,CHEMBL4119,P41921,0.2444,400
NPC20791,CHEMBL3102,P09172,0.2439,403
NPC20791,CHEMBL4802007,P59594,0.2429,404
NPC20791,CHEMBL3050,Q8BW75,0.2424,405
NPC20791,CHEMBL1293311,Q6QLK5,0.2414,406
NPC20791,CHEMBL3817,Q92934,0.2414,406
NPC20791,CHEMBL4768,P23795,0.2405,408
NPC20791,CHEMBL5893,O60930,0.2391,409
NPC20791,CHEMBL2372,P22734,0.2391,409
NPC20791,CHEMBL1681630,Q06347,0.2391,409
NPC20791,CHEMBL3358,P21396,0.2381,412
NPC20791,CHEMBL3650,P11362,0.2373,413
NPC20791,CHEMBL2443,P49862,0.2373,413
NPC20791,CHEMBL2007,P16234,0.2364,415
NPC20791,CHEMBL1899,P46098,0.2364,415
NPC20791,CHEMBL3935,Q9UQB9,0.2364,415
NPC20791,CHEMBL4542,P9WIA1,0.2361,418
NPC20791,CHEMBL2492,P36544,0.2353,419
NPC20791,CHEMBL3243,P08575,0.2344,420
NPC20791,CHEMBL3807,P17706,0.2344,420
NPC20791,CHEMBL3166,P29350,0.2344,420
NPC20791,CHEMBL2635,P51452,0.2344,420
NPC20791,CHEMBL2976,Q12923,0.2344,420
NPC20791,CHEMBL3317,O49150,0.2340,425
NPC20791,CHEMBL227,P30556,0.2340,425
NPC20791,CHEMBL4105941,Q8TDX5,0.2340,425
NPC20791,CHEMBL1075138,Q9NUW8,0.2340,425
NPC20791,CHEMBL5979,P05186,0.2333,429
NPC20791,CHEMBL3879822,Q9FBI2,0.2333,429
NPC20791,CHEMBL3180,O00748,0.2326,431
NPC20791,CHEMBL6007,O75762,0.2326,431
NPC20791,CHEMBL1909484,Q9P0U3,0.2326,431
NPC20791,CHEMBL3880,P07900,0.2321,434
NPC20791,CHEMBL2055,P10276,0.2319,435
NPC20791,CHEMBL4372,P15917,0.2308,436
NPC20791,CHEMBL4681,P42330,0.2308,436
NPC20791,CHEMBL5905,Q04828,0.2308,436
NPC20791,CHEMBL4633,P22001,0.2281,439
NPC20791,CHEMBL3236,Q05209,0.2273,440
NPC20791,CHEMBL4295533,A6H249,0.2264,441
NPC20791,CHEMBL1938211,O15054,0.2264,441
NPC20791,CHEMBL3202,P48147,0.2264,441
NPC20791,CHEMBL3000,Q9UNI1,0.2264,441
NPC20791,CHEMBL5855,Q96PY6,0.2258,445
NPC20791,CHEMBL3582,Q02156,0.2250,446
NPC20791,CHEMBL4162,O75365,0.2245,447
NPC20791,CHEMBL4208,P20618,0.2245,447
NPC20791,CHEMBL2176837,Q99028,0.2245,447
NPC20791,CHEMBL2964,P36507,0.2239,450
NPC20791,CHEMBL3587,Q02750,0.2239,450
NPC20791,CHEMBL2608,P10253,0.2222,452
NPC20791,CHEMBL2623,P12337,0.2222,452
NPC20791,CHEMBL217,P14416,0.2222,452
NPC20791,CHEMBL3252,P18090,0.2222,452
NPC20791,CHEMBL265,P18901,0.2222,452
NPC20791,CHEMBL3138,P19020,0.2222,452
NPC20791,CHEMBL3998,P20288,0.2222,452
NPC20791,CHEMBL2056,P21728,0.2222,452
NPC20791,CHEMBL1850,P21918,0.2222,452
NPC20791,CHEMBL222,P23975,0.2222,452
NPC20791,CHEMBL338,P23977,0.2222,452
NPC20791,CHEMBL2434,P25025,0.2222,452
NPC20791,CHEMBL2592,P29276,0.2222,452
NPC20791,CHEMBL3361,P30729,0.2222,452
NPC20791,CHEMBL1945,P48039,0.2222,452
NPC20791,CHEMBL1946,P49286,0.2222,452
NPC20791,CHEMBL339,P61169,0.2222,452
NPC20791,CHEMBL238,Q01959,0.2222,452
NPC20791,CHEMBL3979,Q03181,0.2222,452
NPC20791,CHEMBL2967,Q95136,0.2222,452
NPC20791,CHEMBL2980,Q9BEG3,0.2222,452
NPC20791,CHEMBL4630,O14757,0.2203,473
NPC20791,CHEMBL4224,P49759,0.2203,473
NPC20791,CHEMBL3438,Q05513,0.2203,473
NPC20791,CHEMBL3091269,P05982,0.2200,476
NPC20791,CHEMBL3409,P08263,0.2200,476
NPC20791,CHEMBL3397,P11712,0.2200,476
NPC20791,CHEMBL4040,P28482,0.2200,476
NPC20791,CHEMBL2232,Q16549,0.2200,476
NPC20791,CHEMBL5623,P28563,0.2195,481
NPC20791,CHEMBL4804,P30305,0.2195,481
NPC20791,CHEMBL5511,Q64346,0.2195,481
NPC20791,CHEMBL2850,P49840,0.2188,484
NPC20791,CHEMBL5407,Q86V86,0.2188,484
NPC20791,CHEMBL4523,Q9P1W9,0.2188,484
NPC20791,CHEMBL1787,P18405,0.2182,487
NPC20791,CHEMBL5980,P29990,0.2182,487
NPC20791,CHEMBL5767,P96878,0.2182,487
NPC20791,CHEMBL5375,Q8JXU8,0.2182,487
NPC20791,CHEMBL4071,P08311,0.2174,491
NPC20791,CHEMBL5188,P10686,0.2174,491
NPC20791,CHEMBL2842,P42345,0.2174,491
NPC20791,CHEMBL5211,P48999,0.2174,491
NPC20791,CHEMBL3911,Q15722,0.2174,491
NPC20791,CHEMBL1641359,Q39829,0.2174,491
NPC20791,CHEMBL3513,Q6P7A9,0.2174,491
NPC20791,CHEMBL1275223,P11142,0.2167,498
NPC20791,CHEMBL1681616,P0A0I7,0.2157,499
NPC20791,CHEMBL3920,Q04759,0.2157,499
NPC20791,CHEMBL4897,Q9H4B4,0.2157,499
NPC20791,CHEMBL5359,Q9P8Q7,0.2154,502
NPC20791,CHEMBL254,P27815,0.2143,503
NPC20791,CHEMBL4026,P40763,0.2143,503
NPC20791,CHEMBL3869,P50281,0.2143,503
NPC20791,CHEMBL4766,Q15118,0.2143,503
NPC20791,CHEMBL3861,Q15119,0.2143,503
NPC20791,CHEMBL4082,A3KMY8,0.2131,508
NPC20791,CHEMBL3130,O00329,0.2131,508
NPC20791,CHEMBL5131,P28593,0.2131,508
NPC20791,CHEMBL2499,P42337,0.2131,508
NPC20791,CHEMBL5471,B0FL73,0.2128,512
NPC20791,CHEMBL210,P07550,0.2128,512
NPC20791,CHEMBL3754,P10608,0.2128,512
NPC20791,CHEMBL4892,P18130,0.2128,512
NPC20791,CHEMBL3122,P18841,0.2128,512
NPC20791,CHEMBL266,P19328,0.2128,512
NPC20791,CHEMBL326,P23944,0.2128,512
NPC20791,CHEMBL5019,P30043,0.2128,512
