smiles_id,target_chembl_id,uniprot,mean_score,rank
NPC100079,CHEMBL4302,P08183,0.2917,65
NPC100079,CHEMBL4179,P45984,0.2917,65
NPC100079,CHEMBL5024,Q13535,0.2903,67
NPC100079,CHEMBL273,P19327,0.2899,68
NPC100079,CHEMBL223,P25100,0.2899,68
NPC100079,CHEMBL229,P35348,0.2899,68
NPC100079,CHEMBL232,P35368,0.2899,68
NPC100079,CHEMBL2439,P05164,0.2881,72
NPC100079,CHEMBL206,P03372,0.2857,73
NPC100079,CHEMBL242,Q92731,0.2857,73
NPC100079,CHEMBL218,P21554,0.2840,75
NPC100079,CHEMBL3180,O00748,0.2836,76
NPC100079,CHEMBL5147,P54760,0.2817,77
NPC100079,CHEMBL2916,O14746,0.2812,78
NPC100079,CHEMBL5393,Q9UNQ0,0.2812,78
NPC100079,CHEMBL3959,P16083,0.2807,80
NPC100079,CHEMBL213,P08588,0.2794,81
NPC100079,CHEMBL1867,P08913,0.2794,81
NPC100079,CHEMBL222,P23975,0.2794,81
NPC100079,CHEMBL1983,P28221,0.2794,81
NPC100079,CHEMBL228,P31645,0.2794,81
NPC100079,CHEMBL231,P35367,0.2794,81
NPC100079,CHEMBL233,P35372,0.2794,81
NPC100079,CHEMBL237,P41145,0.2794,81
NPC100079,CHEMBL238,Q01959,0.2794,81
NPC100079,CHEMBL1809,P0ABQ4,0.2787,90
NPC100079,CHEMBL262,P49841,0.2778,91
NPC100079,CHEMBL1743122,O15244,0.2763,92
NPC100079,CHEMBL5619,P27695,0.2759,93
NPC100079,CHEMBL1941,P25021,0.2754,94
NPC100079,CHEMBL1898,P28222,0.2754,94
NPC100079,CHEMBL230,P35354,0.2754,94
NPC100079,CHEMBL3426,P47898,0.2754,94
NPC100079,CHEMBL3371,P50406,0.2754,94
NPC100079,CHEMBL4102,P79208,0.2754,94
NPC100079,CHEMBL2425,Q07422,0.2754,94
NPC100079,CHEMBL2363,Q920D2,0.2754,94
NPC100079,CHEMBL1908,P15538,0.2742,102
NPC100079,CHEMBL2722,P19099,0.2742,102
NPC100079,CHEMBL3464,P29477,0.2742,102
NPC100079,CHEMBL1862,P00519,0.2740,105
NPC100079,CHEMBL258,P06239,0.2740,105
NPC100079,CHEMBL1841,P06241,0.2740,105
NPC100079,CHEMBL3905,P07948,0.2740,105
NPC100079,CHEMBL267,P12931,0.2740,105
NPC100079,CHEMBL2634,P41240,0.2740,105
NPC100079,CHEMBL5251,Q06187,0.2740,105
NPC100079,CHEMBL2487,P05067,0.2727,112
NPC100079,CHEMBL1293224,P10636,0.2727,112
NPC100079,CHEMBL226,P30542,0.2727,112
NPC100079,CHEMBL2098,Q15633,0.2727,112
NPC100079,CHEMBL202,P00374,0.2714,116
NPC100079,CHEMBL1926,P16184,0.2714,116
NPC100079,CHEMBL301,P24941,0.2714,116
NPC100079,CHEMBL1973,P14679,0.2712,119
NPC100079,CHEMBL4409,Q9Y233,0.2703,120
NPC100079,CHEMBL3130,O00329,0.2687,121
NPC100079,CHEMBL3242,O43570,0.2687,121
NPC100079,CHEMBL261,P00915,0.2687,121
NPC100079,CHEMBL205,P00918,0.2687,121
NPC100079,CHEMBL315,P15823,0.2687,121
NPC100079,CHEMBL3594,Q16790,0.2687,121
NPC100079,CHEMBL2326,P43166,0.2679,127
NPC100079,CHEMBL3912,Q8N1Q1,0.2679,127
NPC100079,CHEMBL265,P18901,0.2656,129
NPC100079,CHEMBL339,P61169,0.2656,129
NPC100079,CHEMBL3623,P15559,0.2653,131
NPC100079,CHEMBL2902,P00381,0.2647,132
NPC100079,CHEMBL4224,P49759,0.2639,133
NPC100079,CHEMBL4261,Q16665,0.2639,133
NPC100079,CHEMBL5508,Q63470,0.2639,133
NPC100079,CHEMBL4203,Q9HAZ1,0.2639,133
NPC100079,CHEMBL5742,P30536,0.2632,137
NPC100079,CHEMBL5658,O14684,0.2623,138
NPC100079,CHEMBL318,P25099,0.2615,139
NPC100079,CHEMBL2039,P27338,0.2615,139
NPC100079,CHEMBL3981,O94804,0.2609,141
NPC100079,CHEMBL4202,Q9H2G2,0.2609,141
NPC100079,CHEMBL2002,P12268,0.2603,143
NPC100079,CHEMBL4506,Q96EB6,0.2597,144
NPC100079,CHEMBL1981,P06213,0.2576,145
NPC100079,CHEMBL1957,P08069,0.2576,145
NPC100079,CHEMBL256,P0DMS8,0.2571,147
NPC100079,CHEMBL3421,P54750,0.2571,147
NPC100079,CHEMBL4425,Q01064,0.2571,147
NPC100079,CHEMBL2717,Q9HCR9,0.2571,147
NPC100079,CHEMBL1906,P04049,0.2568,151
NPC100079,CHEMBL5145,P15056,0.2568,151
NPC100079,CHEMBL323,P30994,0.2545,153
NPC100079,CHEMBL3216,Q63704,0.2542,154
NPC100079,CHEMBL215,P09917,0.2540,155
NPC100079,CHEMBL204,P00734,0.2537,156
NPC100079,CHEMBL1801,P00747,0.2537,156
NPC100079,CHEMBL3286,P00749,0.2537,156
NPC100079,CHEMBL2319,P06870,0.2537,156
NPC100079,CHEMBL209,P07477,0.2537,156
NPC100079,CHEMBL5866,P35222,0.2537,156
NPC100079,CHEMBL3223,P32305,0.2535,162
NPC100079,CHEMBL4105839,P62575,0.2535,162
NPC100079,CHEMBL326,P23944,0.2533,164
NPC100079,CHEMBL344,Q99705,0.2533,164
NPC100079,CHEMBL1913,P09619,0.2532,166
NPC100079,CHEMBL2007,P16234,0.2532,166
NPC100079,CHEMBL1825,P01375,0.2500,168
NPC100079,CHEMBL2366491,Q27957,0.2500,168
NPC100079,CHEMBL4153,Q60492,0.2500,168
NPC100079,CHEMBL4792,O43614,0.2468,171
NPC100079,CHEMBL2973,O75116,0.2468,171
NPC100079,CHEMBL3231,Q13464,0.2468,171
NPC100079,CHEMBL2304402,O77746,0.2462,174
NPC100079,CHEMBL312,P12527,0.2459,175
NPC100079,CHEMBL3437,Q16853,0.2456,176
NPC100079,CHEMBL324,P08909,0.2429,177
NPC100079,CHEMBL4633,P22001,0.2429,177
NPC100079,CHEMBL284,P27487,0.2429,177
NPC100079,CHEMBL2499,P42337,0.2429,177
NPC100079,CHEMBL3145,P42338,0.2429,177
NPC100079,CHEMBL3988586,P06856,0.2424,182
NPC100079,CHEMBL6099,P30561,0.2424,182
NPC100079,CHEMBL3004,P33527,0.2424,182
NPC100079,CHEMBL1945,P48039,0.2424,182
NPC100079,CHEMBL1946,P49286,0.2424,182
NPC100079,CHEMBL1869,P11926,0.2419,187
NPC100079,CHEMBL322,P14842,0.2419,187
NPC100079,CHEMBL3729,P22748,0.2419,187
NPC100079,CHEMBL3025,P23280,0.2419,187
NPC100079,CHEMBL4361,Q07820,0.2419,187
NPC100079,CHEMBL4908,Q923Y8,0.2419,187
NPC100079,CHEMBL3394,Q6B856,0.2414,193
NPC100079,CHEMBL5113,O43613,0.2410,194
NPC100079,CHEMBL203,P00533,0.2410,194
NPC100079,CHEMBL279,P35968,0.2410,194
NPC100079,CHEMBL3009,Q15303,0.2410,194
NPC100079,CHEMBL5136,P21556,0.2407,198
NPC100079,CHEMBL250,P25105,0.2407,198
NPC100079,CHEMBL3318,O42713,0.2400,200
NPC100079,CHEMBL313,P31652,0.2400,200
NPC100079,CHEMBL2850,P49840,0.2394,202
NPC100079,CHEMBL3587,Q02750,0.2388,203
NPC100079,CHEMBL5903,Q04771,0.2388,203
NPC100079,CHEMBL1075322,Q9Y2T6,0.2388,203
NPC100079,CHEMBL4198,P98170,0.2386,206
NPC100079,CHEMBL2007625,O75874,0.2381,207
NPC100079,CHEMBL2993,P19643,0.2381,207
NPC100079,CHEMBL3358,P21396,0.2381,207
NPC100079,CHEMBL3050,Q8BW75,0.2381,207
NPC100079,CHEMBL3142,P78527,0.2375,211
NPC100079,CHEMBL2599,P43405,0.2373,212
NPC100079,CHEMBL283,P08254,0.2368,213
NPC100079,CHEMBL2492,P36544,0.2364,214
NPC100079,CHEMBL4914,P0A6R0,0.2361,215
NPC100079,CHEMBL2581,P07339,0.2353,216
NPC100079,CHEMBL251,P29274,0.2353,216
NPC100079,CHEMBL3921,Q9Y251,0.2353,216
NPC100079,CHEMBL2949,P05979,0.2344,219
NPC100079,CHEMBL1939,P13922,0.2344,219
NPC100079,CHEMBL3632453,Q9R1S4,0.2338,221
NPC100079,CHEMBL2534,O15530,0.2333,222
NPC100079,CHEMBL3305,P04278,0.2333,222
NPC100079,CHEMBL5457,O30463,0.2329,224
NPC100079,CHEMBL3356,P05177,0.2329,224
NPC100079,CHEMBL3181,P14061,0.2329,224
NPC100079,CHEMBL2789,P37059,0.2329,224
NPC100079,CHEMBL4051,P13569,0.2326,228
NPC100079,CHEMBL3072,P15207,0.2319,229
NPC100079,CHEMBL4892,P18130,0.2319,229
NPC100079,CHEMBL3138,P19020,0.2319,229
NPC100079,CHEMBL327,P22909,0.2319,229
NPC100079,CHEMBL243,Q72874,0.2319,229
NPC100079,CHEMBL4303,P08238,0.2317,234
NPC100079,CHEMBL4355,O14976,0.2308,235
NPC100079,CHEMBL5014,O43353,0.2308,235
NPC100079,CHEMBL6164,O95271,0.2308,235
NPC100079,CHEMBL2169736,O95551,0.2308,235
NPC100079,CHEMBL3105,P09874,0.2308,235
NPC100079,CHEMBL3199,P37136,0.2308,235
NPC100079,CHEMBL2208,P49137,0.2308,235
NPC100079,CHEMBL2635,P51452,0.2308,235
NPC100079,CHEMBL2164,P62136,0.2308,235
NPC100079,CHEMBL3471,Q7ZJM1,0.2308,235
NPC100079,CHEMBL5550,Q8NI60,0.2308,235
NPC100079,CHEMBL6154,Q9H2K2,0.2308,235
NPC100079,CHEMBL5364,Q9UBE8,0.2308,235
NPC100079,CHEMBL249,P25103,0.2299,248
NPC100079,CHEMBL335,P18031,0.2297,249
NPC100079,CHEMBL1075094,Q16236,0.2295,250
NPC100079,CHEMBL1075163,Q8TF76,0.2286,251
NPC100079,CHEMBL4376,Q92630,0.2286,251
NPC100079,CHEMBL1293246,Q932Y6,0.2286,251
NPC100079,CHEMBL2047,Q96RI1,0.2286,251
NPC100079,CHEMBL4616,Q92847,0.2283,255
NPC100079,CHEMBL4105864,Q5U3Y7,0.2281,256
NPC100079,CHEMBL304,Q9WTR4,0.2281,256
NPC100079,CHEMBL338,P23977,0.2281,258
NPC100079,CHEMBL3048,P29476,0.2273,259
NPC100079,CHEMBL4804,P30305,0.2273,259
NPC100079,CHEMBL1915,Q9H4B7,0.2273,259
NPC100079,CHEMBL4105879,Q16820,0.2267,262
NPC100079,CHEMBL254,P27815,0.2264,263
NPC100079,CHEMBL4005,P42336,0.2262,264
NPC100079,CHEMBL2842,P42345,0.2262,264
NPC100079,CHEMBL3333,O77823,0.2258,266
NPC100079,CHEMBL4564,P00375,0.2258,266
NPC100079,CHEMBL2627,P00382,0.2258,266
NPC100079,CHEMBL3565,P04174,0.2258,266
NPC100079,CHEMBL4614,P07382,0.2258,266
NPC100079,CHEMBL1681620,P0A017,0.2258,266
NPC100079,CHEMBL2331,P10938,0.2258,266
NPC100079,CHEMBL2329,P22906,0.2258,266
NPC100079,CHEMBL4295747,P34897,0.2258,266
NPC100079,CHEMBL290,Q13370,0.2258,266
NPC100079,CHEMBL241,Q14432,0.2258,266
NPC100079,CHEMBL2366489,Q27552,0.2258,266
NPC100079,CHEMBL3963,Q27713,0.2258,266
NPC100079,CHEMBL4012,Q59487,0.2258,266
NPC100079,CHEMBL5270,Q81R22,0.2258,266
NPC100079,CHEMBL4888,Q8Z9J9,0.2258,266
NPC100079,CHEMBL6140,Q9QYJ6,0.2258,266
NPC100079,CHEMBL3510,Q9ULX7,0.2258,266
NPC100079,CHEMBL2057,Q9UUP5,0.2258,266
NPC100079,CHEMBL3923,Q9Y2I1,0.2258,266
NPC100079,CHEMBL5275,P36894,0.2254,286
NPC100079,CHEMBL5311,P37023,0.2254,286
NPC100079,CHEMBL2490,P50129,0.2254,286
NPC100079,CHEMBL4462,Q8IXJ6,0.2254,286
NPC100079,CHEMBL1829,O15379,0.2247,290
NPC100079,CHEMBL325,Q13547,0.2247,290
NPC100079,CHEMBL5705,Q9H6Z9,0.2247,290
NPC100079,CHEMBL1865,Q9UBN7,0.2247,290
NPC100079,CHEMBL2597,Q13509,0.2241,294
NPC100079,CHEMBL1951,P21397,0.2239,295
NPC100079,CHEMBL4439,P36897,0.2239,295
NPC100079,CHEMBL5525,Q60490,0.2239,295
NPC100079,CHEMBL1075100,P0C6E9,0.2237,298
NPC100079,CHEMBL5189,P10481,0.2237,298
NPC100079,CHEMBL6184,Q63380,0.2237,298
NPC100079,CHEMBL5476,O00238,0.2222,301
NPC100079,CHEMBL5836,O15197,0.2222,301
NPC100079,CHEMBL332,P03956,0.2222,301
NPC100079,CHEMBL210,P07550,0.2222,301
NPC100079,CHEMBL1860,P10827,0.2222,301
NPC100079,CHEMBL5810,P21709,0.2222,301
NPC100079,CHEMBL3879831,P22830,0.2222,301
NPC100079,CHEMBL3459,P28564,0.2222,301
NPC100079,CHEMBL4134,P29322,0.2222,301
NPC100079,CHEMBL3578,P30838,0.2222,301
NPC100079,CHEMBL4481,P35228,0.2222,301
NPC100079,CHEMBL1741186,P51449,0.2222,301
NPC100079,CHEMBL3864,Q06124,0.2222,301
NPC100079,CHEMBL2808,Q13133,0.2222,301
NPC100079,CHEMBL4948,Q13163,0.2222,301
NPC100079,CHEMBL3691,Q13822,0.2222,301
NPC100079,CHEMBL3906,Q15349,0.2222,301
NPC100079,CHEMBL1937,Q92769,0.2222,301
NPC100079,CHEMBL6114,Q9Y263,0.2222,301
NPC100079,CHEMBL3535,O76083,0.2209,320
NPC100079,CHEMBL2041,P07949,0.2206,321
NPC100079,CHEMBL3650,P11362,0.2206,321
NPC100079,CHEMBL1900,P15121,0.2206,321
NPC100079,CHEMBL4478,Q00975,0.2206,321
NPC100079,CHEMBL2778,Q12908,0.2206,321
NPC100079,CHEMBL4358,P12530,0.2203,326
NPC100079,CHEMBL4828,Q01827,0.2203,326
NPC100079,CHEMBL1293200,Q43570,0.2203,326
NPC100079,CHEMBL4588,P22894,0.2198,329
NPC100079,CHEMBL4308,P46663,0.2198,329
NPC100079,CHEMBL4247,Q9UM73,0.2192,331
NPC100079,CHEMBL6007,O75762,0.2188,332
NPC100079,CHEMBL3998,P20288,0.2188,332
NPC100079,CHEMBL4744,Q28838,0.2188,332
NPC100079,CHEMBL4068,P23946,0.2182,335
NPC100079,CHEMBL3884,P31639,0.2179,336
NPC100079,CHEMBL2034804,P59538,0.2174,337
NPC100079,CHEMBL1824,P04626,0.2169,338
NPC100079,CHEMBL3014,Q9WUD9,0.2169,338
NPC100079,CHEMBL3192,Q9BY41,0.2167,340
NPC100079,CHEMBL3813586,O07855,0.2162,341
NPC100079,CHEMBL3880,P07900,0.2162,341
NPC100079,CHEMBL3687,P18054,0.2154,343
NPC100079,CHEMBL3563,P25779,0.2154,343
NPC100079,CHEMBL3922,P50579,0.2154,343
NPC100079,CHEMBL5804,Q9NR96,0.2154,343
NPC100079,CHEMBL1792,P35346,0.2152,347
NPC100079,CHEMBL4296,Q15858,0.2152,347
NPC100079,CHEMBL2971,O60674,0.2143,349
NPC100079,CHEMBL1163125,O60885,0.2143,349
NPC100079,CHEMBL5979,P05186,0.2143,349
NPC100079,CHEMBL2055,P10276,0.2143,349
NPC100079,CHEMBL2008,P10826,0.2143,349
NPC100079,CHEMBL2003,P13631,0.2143,349
NPC100079,CHEMBL4685,P14902,0.2143,349
NPC100079,CHEMBL5845,P23415,0.2143,349
NPC100079,CHEMBL2835,P23458,0.2143,349
NPC100079,CHEMBL3553,P29597,0.2143,349
NPC100079,CHEMBL4123,P30989,0.2143,349
NPC100079,CHEMBL3988584,P9WIS7,0.2143,349
NPC100079,CHEMBL5319,Q08345,0.2143,349
NPC100079,CHEMBL4601,Q13882,0.2143,349
NPC100079,CHEMBL260,Q16539,0.2143,349
NPC100079,CHEMBL5407,Q86V86,0.2143,349
NPC100079,CHEMBL5518,Q8N4C8,0.2143,349
NPC100079,CHEMBL5699,Q9H0K1,0.2143,349
NPC100079,CHEMBL3886,Q9NYL2,0.2143,349
NPC100079,CHEMBL4527,Q9UKE5,0.2143,349
NPC100079,CHEMBL3396,Q02880,0.2135,369
NPC100079,CHEMBL1075282,O35492,0.2133,370
NPC100079,CHEMBL4977,P05412,0.2133,370
NPC100079,CHEMBL1075280,P22518,0.2133,370
NPC100079,CHEMBL302,P30543,0.2133,370
NPC100079,CHEMBL1929,P47989,0.2133,370
NPC100079,CHEMBL2637,P53779,0.2133,370
NPC100079,CHEMBL2695,Q05397,0.2133,370
NPC100079,CHEMBL3632452,Q9UDY8,0.2133,370
NPC100079,CHEMBL4581,P52732,0.2131,378
NPC100079,CHEMBL3602,Q9R0C9,0.2131,378
NPC100079,CHEMBL268,P43235,0.2125,380
NPC100079,CHEMBL5023,Q00987,0.2125,380
NPC100079,CHEMBL4321,Q05769,0.2124,382
NPC100079,CHEMBL3317,O49150,0.2121,383
NPC100079,CHEMBL4586,P08170,0.2121,383
NPC100079,CHEMBL5567,P08659,0.2121,383
NPC100079,CHEMBL221,P23219,0.2121,383
NPC100079,CHEMBL2414,P51679,0.2121,383
NPC100079,CHEMBL3988585,P9WHH9,0.2121,383
NPC100079,CHEMBL3911,Q15722,0.2121,383
NPC100079,CHEMBL3681,Q64133,0.2121,383
NPC100079,CHEMBL3446,Q75Z89,0.2121,383
NPC100079,CHEMBL3461,Q9JLB5,0.2121,383
NPC100079,CHEMBL2069,P21731,0.2118,393
NPC100079,CHEMBL5131,P28593,0.2118,393
NPC100079,CHEMBL3344,P05413,0.2113,395
NPC100079,CHEMBL2085,P14174,0.2113,395
NPC100079,CHEMBL2083,P15090,0.2113,395
NPC100079,CHEMBL3674,Q01469,0.2113,395
NPC100079,CHEMBL1075132,Q12931,0.2113,395
NPC100079,CHEMBL4142,P21802,0.2111,400
NPC100079,CHEMBL3973,P22455,0.2111,400
NPC100079,CHEMBL2742,P22607,0.2111,400
NPC100079,CHEMBL2147,P11309,0.2105,403
NPC100079,CHEMBL3198,P21836,0.2099,404
NPC100079,CHEMBL3859,P22443,0.2097,405
NPC100079,CHEMBL4975,P28190,0.2097,405
NPC100079,CHEMBL5533,Q04206,0.2097,405
NPC100079,CHEMBL4791,P42892,0.2093,408
NPC100079,CHEMBL3522,P05093,0.2090,409
NPC100079,CHEMBL2903,P16050,0.2090,409
NPC100079,CHEMBL3649,P80457,0.2090,409
NPC100079,CHEMBL1966,Q02127,0.2090,409
NPC100079,CHEMBL239,Q07869,0.2090,409
NPC100079,CHEMBL2292,Q13627,0.2090,409
NPC100079,CHEMBL2034805,Q5KTC7,0.2090,409
NPC100079,CHEMBL5543,Q9Y463,0.2090,409
NPC100079,CHEMBL4630,O14757,0.2088,417
NPC100079,CHEMBL2954,P25774,0.2083,418
NPC100079,CHEMBL4225,P49760,0.2083,418
NPC100079,CHEMBL4226,P49761,0.2083,418
NPC100079,CHEMBL2252,P53634,0.2083,418
NPC100079,CHEMBL4822,P56817,0.2083,418
NPC100079,CHEMBL6115,P10619,0.2078,423
NPC100079,CHEMBL4631,P21451,0.2078,423
NPC100079,CHEMBL1974,P36888,0.2078,423
NPC100079,CHEMBL2148,P52333,0.2078,423
NPC100079,CHEMBL3629,P68400,0.2078,423
NPC100079,CHEMBL2967,Q95136,0.2078,423
NPC100079,CHEMBL4979,P13866,0.2073,429
NPC100079,CHEMBL3571,P20272,0.2073,429
NPC100079,CHEMBL2470,Q9QZN9,0.2073,429
NPC100079,CHEMBL1856,P31213,0.2069,432
NPC100079,CHEMBL211,P08172,0.2065,433
NPC100079,CHEMBL2728,P08236,0.2063,434
NPC100079,CHEMBL266,P19328,0.2063,434
NPC100079,CHEMBL5645,Q2NNR5,0.2062,436
NPC100079,CHEMBL4082,A3KMY8,0.2059,437
NPC100079,CHEMBL4722,O14965,0.2059,437
NPC100079,CHEMBL308,P06493,0.2059,437
NPC100079,CHEMBL2622,P07943,0.2059,437
NPC100079,CHEMBL248,P08246,0.2059,437
NPC100079,CHEMBL331,P11802,0.2059,437
NPC100079,CHEMBL255,P29275,0.2059,437
NPC100079,CHEMBL236,P41143,0.2059,437
NPC100079,CHEMBL5469,Q14289,0.2059,437
NPC100079,CHEMBL2185,Q96GD4,0.2059,437
NPC100079,CHEMBL5661,O14980,0.2055,447
NPC100079,CHEMBL3286074,P48061,0.2055,447
NPC100079,CHEMBL1795151,P49789,0.2055,447
NPC100079,CHEMBL3717,P08581,0.2051,450
NPC100079,CHEMBL1741176,P17861,0.2051,450
NPC100079,CHEMBL4282,P31749,0.2051,450
NPC100079,CHEMBL235,P37231,0.2051,450
NPC100079,CHEMBL2803,P43403,0.2051,450
NPC100079,CHEMBL3979,Q03181,0.2051,450
NPC100079,CHEMBL5749,Q92918,0.2051,450
NPC100079,CHEMBL4204,Q9HBH9,0.2048,457
NPC100079,CHEMBL1866,P51787,0.2045,458
NPC100079,CHEMBL1250379,Q15717,0.2045,458
NPC100079,CHEMBL3711550,P21146,0.2043,460
NPC100079,CHEMBL2068,P29317,0.2041,461
NPC100079,CHEMBL3013,Q8BGY9,0.2034,462
NPC100079,CHEMBL5160,Q6RI86,0.2031,463
NPC100079,CHEMBL6006,O75385,0.2029,464
NPC100079,CHEMBL4430,P11715,0.2029,464
NPC100079,CHEMBL2459,P37238,0.2029,464
NPC100079,CHEMBL2140,P48775,0.2029,464
NPC100079,CHEMBL3486,Q54A96,0.2029,464
NPC100079,CHEMBL1994,P08235,0.2027,469
NPC100079,CHEMBL1871,P10275,0.2027,469
NPC100079,CHEMBL1075323,P14625,0.2027,469
NPC100079,CHEMBL4235,P28845,0.2027,469
NPC100079,CHEMBL3910,P50172,0.2027,469
NPC100079,CHEMBL3589,P55263,0.2027,469
NPC100079,CHEMBL4128,Q02763,0.2027,469
NPC100079,CHEMBL4578,Q14680,0.2027,469
NPC100079,CHEMBL2708,Q16584,0.2027,469
NPC100079,CHEMBL1075104,Q5S007,0.2027,469
NPC100079,CHEMBL5083,Q9Y6F1,0.2027,469
NPC100079,CHEMBL1962,P14867,0.2025,480
NPC100079,CHEMBL4956,P47869,0.2025,480
NPC100079,CHEMBL1955,P35916,0.2024,482
NPC100079,CHEMBL4191,Q99685,0.2024,482
NPC100079,CHEMBL4816,Q9Y243,0.2024,482
NPC100079,CHEMBL286,P00797,0.2021,485
NPC100079,CHEMBL5554,O00750,0.2000,486
NPC100079,CHEMBL5955,O15294,0.2000,486
NPC100079,CHEMBL4641,O43497,0.2000,486
NPC100079,CHEMBL2366457,O46521,0.2000,486
NPC100079,CHEMBL1075158,O54939,0.2000,486
NPC100079,CHEMBL1075051,P00376,0.2000,486
NPC100079,CHEMBL2189121,P01116,0.2000,486
NPC100079,CHEMBL4497,P03887,0.2000,486
NPC100079,CHEMBL4499,P03905,0.2000,486
NPC100079,CHEMBL208,P06401,0.2000,486
NPC100079,CHEMBL4454,P09769,0.2000,486
NPC100079,CHEMBL5118,P0C6X7,0.2000,486
NPC100079,CHEMBL2792,P11416,0.2000,486
NPC100079,CHEMBL321,P14780,0.2000,486
NPC100079,CHEMBL5485,P14920,0.2000,486
NPC100079,CHEMBL4177,P18911,0.2000,486
NPC100079,CHEMBL3266,P22605,0.2000,486
NPC100079,CHEMBL4768,P23795,0.2000,486
NPC100079,CHEMBL2758,P34949,0.2000,486
NPC100079,CHEMBL4234,P37058,0.2000,486
NPC100079,CHEMBL3267,P48736,0.2000,486
NPC100079,CHEMBL5495,P49219,0.2000,486
NPC100079,CHEMBL3835,P51955,0.2000,486
NPC100079,CHEMBL4316,P53792,0.2000,486
NPC100079,CHEMBL1075145,P55072,0.2000,486
NPC100079,CHEMBL1902,P62942,0.2000,486
NPC100079,CHEMBL4090,P90584,0.2000,486
NPC100079,CHEMBL3920,Q04759,0.2000,486
NPC100079,CHEMBL2424,Q04760,0.2000,486
NPC100079,CHEMBL4666,Q13285,0.2000,486
NPC100079,CHEMBL1293302,Q17339,0.2000,486
NPC100079,CHEMBL1795119,Q25615,0.2000,486
NPC100079,CHEMBL1293244,Q79MP6,0.2000,486
NPC100079,CHEMBL3779755,Q8R4B8,0.2000,486
NPC100079,CHEMBL281,Q95323,0.2000,486
NPC100079,CHEMBL6120,Q96S37,0.2000,486
NPC100079,CHEMBL2980,Q9BEG3,0.2000,486
NPC100079,CHEMBL4461,Q9NTG7,0.2000,486
