smiles_id,smiles
NPC222327,N[C@@H]([C@H]1C[C@H]1C(=O)O)C(=O)O
NPC158623,CO[C@H]1CC(=O)CC[C@@]1(O)C/C=C/c1ccccc1
NPC290515,O[C@H](c1ccccc1)[C@@H](N)C
NPC255566,COc1cc(cc(c1O)OC)[C@H]1OC[C@H]2[C@@H]1CO[C@H]2c1ccc2c(c1)OCO2
NPC15864,OC(=O)[C@H]1NC[C@@H]2[C@H]1C2
NPC200412,CN1CC[C@H]2OC(=O)[C@@]3(O[C@@H]3C)C[C@@H]([C@@](C(=O)OCC(=CC1)C2=O)(C)O)C
NPC152942,O=C(O[C@@H]1C[C@](O)(C[C@@H]([C@@H]1O)O)C(=O)O)/C=C/c1ccc(c(c1)O)O
NPC183503,C=C[C@@]1(C)CCC2C(=C1)CCC1[C@]2(C)CCC[C@@]1(C)C(=O)O
NPC168248,O=CC1=CC(=O)[C@@H]2[C@]([C@H]1/C=C/C1=CCOC1=O)(C)CCCC2(C)C
NPC90121,O[C@H]1C[C@@H](C)[C@H]2[C@@]([C@@H]3[C@@H]1C(=C)C(=O)O3)(C)C(=O)C=C2
NPC117405,C[C@@H]1C(=O)O[C@@H]2[C@@H]1[C@H](O)[C@]1(C)C(=O)C=C[C@H]1[C@@H](C2)C
NPC472013,OC(=O)C(=C)[C@@H]1CC[C@@H]([C@]2(C(=C(C)C(=O)C2)C1)O)C
NPC188163,COc1cc(ccc1OC)C[C@@H]1N(C)CCc2c1cc(OC)c(c2)OC
NPC253488,CO[C@]1(C)C(=O)C=C(c2c1cc(O)c(c2)C)C(C)C
NPC33338,C[C@@H]1NCCc2c1cc(O)c(c2)O
NPC181872,C/C/1=C\CC/C(=C/[C@H](O)C[C@@](/C=C/[C@@H](CC1)C(C)C)(C)O)/C
NPC16208,OCCCc1cc(OC)c(c(c1)OC)O[C@@H]([C@H](c1ccc(c(c1)OC)O)O)CO
NPC188231,N[C@@H]([C@@H]1C[C@@H]1C(=O)O)C(=O)O
NPC25848,OC[C@]1(C)[C@@H](O)[C@H](O)C[C@]2(C1[C@H](O)C[C@@]1(C2CC=C2[C@@]1(C)CC[C@@]1(C2[C@@H](C)[C@@H](CC1)C)C(=O)O)C)C
NPC286341,CO[C@@H]1CC(=O)[C@@]2([C@@H]1[C@H](C)C[C@H]1[C@H]([C@@H]2OC(=O)C)C(=C)C(=O)O1)C
NPC91771,CCO[C@@H]1CC(=O)[C@@]2([C@@H]1[C@H](C)C[C@H]1[C@H]([C@@H]2O)C(=C)C(=O)O1)C
NPC142529,CO[C@@H]1CC(=O)[C@@]2([C@@H]1[C@H](C)C[C@H]1[C@H]([C@@H]2O)C(=C)C(=O)O1)C
NPC191339,CO[C@H]1CC(=O)[C@@]2([C@@H]1[C@H](C)C[C@H]1[C@H]([C@@H]2OC(=O)C)C(=C)C(=O)O1)C
