smiles_id,smiles
NPC320863,CNc1ccc2nc3ccc(N(C)C)cc3[s+]c2c1
NPC196179,O=c1cc(-c2ccc(Oc3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)cc2)oc2cc(O)cc(O)c12
NPC141765,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2cc(OC)c(O)c(OC)c2)cc(OC)c1O
NPC424,CCCCCCCC/C=C/CCCCCCCC(=O)O
NPC86288,c1ccc2c(c1)-c1nccc3ccnc-2c13
NPC167037,CC(C)=CC/C=C(/C)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O)C[C@]12C
NPC207866,Cn1cc2c3c1C(=O)c1[nH]cc(-c4ccc(O)cc4)c1C3=[N+]([O-])CC2
NPC110875,O=C1C=C2C=C[C@@H]3C[C@@]2(O1)[C@H]1CCCCN31
NPC332914,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1
NPC50503,O=C(O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2CC[C@@H]1O
NPC266084,O=C(O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)C1=Cc2cc(O)c(O)cc2[C@@H](c2ccc(O)c(O)c2)[C@@H]1C(=O)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O
NPC192069,C[C@@]12CCC(=O)c3coc(c31)C(=O)c1cc3c(cc12)C(=O)C=CC3=O
NPC199023,COc1cc(/C=C/CO)cc(OC)c1OC/C=C(\C)CCC=C(C)C
NPC77890,O=c1cccc2n1C[C@@H]1CNC[C@H]2C1
NPC110533,N[C@H](CS)C(=O)O
NPC287331,CC12CCC(CC1)C(C)(C)O2
NPC320256,N=c1nc(O)c2nc(O)[nH]c2[nH]1
NPC46451,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3
NPC7839,O=C(O)C[C@@H]1C(=O)O[C@@H]2C(COC(=O)c3cc(O)c(O)c(O)c3)O[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@@H](OC(=O)c3cc(O)c(O)c4c3[C@H]1[C@H](O)C(=O)O4)[C@H]2OC(=O)c1cc(O)c(O)c(O)c1
NPC315257,OC1=NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2
NPC473411,COc1cc(/C=C/c2ccc(OC)c(O)c2)cc(OC)c1
NPC478615,O=C(O)CCCCCCCCCCCN=C(O)NC12CC3CC(CC(C3)C1)C2
NPC156018,C=CCSCC=C
NPC178382,C=C1CCC[C@]2(C)Cc3occ(C)c3C[C@@H]12
NPC24193,O=C1OCc2c1cc1cc3c(cc1c2-c1ccc2c(c1)OCO2)OCO3
NPC73203,CC(C)C(=O)c1c(O)c([C@H](C2=C(O)C(C)(C)C(=O)C(C)(C)C2=O)C(C)C)c(O)c([C@H](C2=C(O)C(C)(C)C(=O)C(C)(C)C2=O)C(C)C)c1O
NPC482688,O/N=C1C(=C2/C(O)=Nc3cc(Br)ccc32)/Nc2ccccc2/1
NPC472209,CC(=O)OC1C2C3C[C@H]4C5=[N+](C)c6ccccc6[C@]51C[C@@H]2[N+]4([O-])[C@@H](C)[C@@H]3C(=O)[O-]
NPC480244,CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1
NPC480798,COC(=O)/C=C1/C[C@H]2C[C@]3(O)O[C@H](C[C@@H](O)CC(=O)O[C@@H]([C@@H](C)O)C[C@@H]4C/C(=C/C(=O)OC)C[C@@](O)(O4)C(C)(C)/C=C/[C@@H](C1)O2)C[C@H](OC(=O)C(C)(C)C)C3(C)C
NPC143872,N=c1nc(-c2c[nH]c3ccccc23)cc[nH]1
NPC20791,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
NPC489234,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO)N(C)C
NPC482689,Cn1sc(=O)n(Cc2ccccc2)c1=O
NPC282760,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(=C\C[C@H]1OC(=O)C=C1CO)CO
NPC291878,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc1O
NPC86412,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
