smiles_id,smiles
NPC472799,CCCCCc1cc2c(c(O)c1C(=O)O)[C@@H]1C=C(COC(C)=O)CC[C@H]1C(C)(C)O2
NPC242930,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(O)=NCCO
NPC16577,CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2
NPC299568,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O
NPC138942,CCCc1ccc(O)c(-c2cc(CCC)ccc2O)c1
NPC241165,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](C)[C@@H](C)[C@H]3O
NPC163076,C#N
NPC206876,COc1ccccc1OC
NPC99700,O=C1CCCCO1
NPC294902,O=C(O)/C=C/c1ccc(O)c(O)c1
NPC256838,Nc1cccc(O)c1
NPC125039,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O
NPC27633,CCOC(=O)c1ccc(O)cc1
NPC313673,c1cc2c3c(c1)[C@H]1CCC[C@H]1N3CCNC2
NPC105513,COc1cc(CCN)cc(OC)c1OC
NPC328267,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
NPC171171,CN(C)CCc1c[nH]c2ccc(O)cc12
NPC232727,COc1ccc2c(c1)[nH]c1c(C)nccc12
NPC190945,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
NPC40394,C[C@H]1[C@H](C)CC[C@]2(CO)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12
NPC12649,COc1cc2nccc3c4ccccc4n(c1=O)c23
NPC61473,CC1=C(C)C(=O)C(CC[C@](C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)=C(C)C1=O
NPC202651,O=S1(=O)C[C@H](O)CS1
NPC169471,CC1=C[C@@H](c2c(O)cc(-c3cc4ccc(O)cc4o3)cc2O)[C@@H](C(=O)c2ccc(O)cc2O)[C@H](c2ccc(O)cc2O)C1
NPC156955,CC(C)=CCc1cc(C(=O)C2(c3cc(O)c(O)cc3/C=C3\Oc4c(ccc(O)c4CC=C(C)C)C3=O)Oc3cc(O)c(CC=C(C)C)cc3C2=O)ccc1O
NPC221231,COC(=O)/C1=C/C=C(/C(C)C)CCC2=CCC[C@](C)(OC2=O)C(=O)CC1
NPC472369,OCc1ccc(-c2ccc(O)cc2O)c(C(O)(c2ccc(O)cc2)c2ccc(O)cc2)c1C#Cc1ccc(O)cc1
NPC124289,CC(C)=C1C[C@H]2[C@@H](CC[C@@]2(C)O)[C@@](C)(O)CC1=O
NPC47653,CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O
NPC210148,CN1[C@H]2Cc3cc4c(cc3[C@@H]1Cc1cc3c(cc12)OCO3)OCO4
NPC158949,CCCCCC(=O)/C=C(O)/C=C/c1ccc(O)c(OC)c1
NPC133003,CNc1ccccc1C(=O)N1CCc2c([nH]c3ccccc23)C1=O
NPC220765,NCCc1c[nH]c2ccc(O)cc12
NPC136508,COc1cc2c(cc1O)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C
NPC206372,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1
NPC73767,CN(C)CCc1c[nH]c2ccccc12
NPC239854,CN1CCc2cccc3c2[C@H]1Cc1ccccc1-3
NPC91495,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
